,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
0,2006,1,1,39.27272727272727,38.63636363636363,38.72727272727273,39.09090909090909,37.18181818181818,36.81818181818182,36.63636363636363,36.54545454545455,37.18181818181818,40.36363636363637,44.09090909090909,46.18181818181818,48.45454545454545,49.63636363636363,50.81818181818182,51.18181818181818,50.63636363636363,45.90909090909091,40.72727272727273,37.36363636363637,36.27272727272727,34.81818181818182,33.54545454545455,33.09090909090909
1,2006,1,2,31.90909090909091,31.454545454545453,31.363636363636363,31.545454545454547,32.45454545454545,32.90909090909091,34.81818181818182,36.36363636363637,37.63636363636363,40.36363636363637,43.36363636363637,45.36363636363637,46.27272727272727,46.90909090909091,47.27272727272727,46.81818181818182,46.45454545454545,46.09090909090909,45.90909090909091,46.09090909090909,46.45454545454545,46.90909090909091,46.81818181818182,46.63636363636363
2,2006,1,3,46.18181818181818,45.81818181818182,45.81818181818182,45.45454545454545,45.27272727272727,45.09090909090909,44.81818181818182,44.54545454545455,44.63636363636363,44.72727272727273,44.81818181818182,45.54545454545455,46.09090909090909,46.63636363636363,46.09090909090909,45.90909090909091,45.81818181818182,44.72727272727273,43.72727272727273,43.45454545454545,42.72727272727273,42.36363636363637,42.36363636363637,41.81818181818182
3,2006,1,4,41.36363636363637,40.81818181818182,40.72727272727273,40.63636363636363,40.36363636363637,40.18181818181818,40.09090909090909,40.0,40.09090909090909,40.63636363636363,41.45454545454545,42.45454545454545,43.54545454545455,44.72727272727273,45.09090909090909,45.45454545454545,45.18181818181818,44.63636363636363,43.09090909090909,42.90909090909091,42.36363636363637,41.81818181818182,41.27272727272727,41.54545454545455
4,2006,1,5,41.09090909090909,41.81818181818182,42.54545454545455,42.54545454545455,41.90909090909091,41.54545454545455,42.09090909090909,42.63636363636363,42.0,44.18181818181818,46.36363636363637,48.63636363636363,50.45454545454545,52.36363636363637,52.81818181818182,53.0,51.27272727272727,48.54545454545455,46.54545454545455,45.18181818181818,44.54545454545455,44.36363636363637,43.81818181818182,43.18181818181818
5,2006,1,6,42.36363636363637,41.63636363636363,40.81818181818182,39.81818181818182,39.27272727272727,38.45454545454545,38.18181818181818,38.81818181818182,38.36363636363637,39.81818181818182,41.36363636363637,41.54545454545455,41.72727272727273,42.09090909090909,41.63636363636363,42.09090909090909,41.09090909090909,39.63636363636363,37.18181818181818,35.54545454545455,34.27272727272727,32.72727272727273,30.727272727272727,29.09090909090909
6,2006,1,7,28.09090909090909,27.454545454545453,26.545454545454547,25.636363636363637,24.636363636363637,23.818181818181817,23.09090909090909,22.454545454545453,22.90909090909091,28.09090909090909,32.45454545454545,34.81818181818182,36.63636363636363,37.81818181818182,39.36363636363637,40.09090909090909,40.09090909090909,37.72727272727273,34.54545454545455,33.09090909090909,32.90909090909091,32.90909090909091,32.45454545454545,32.81818181818182
7,2006,1,8,32.72727272727273,31.727272727272727,31.727272727272727,31.363636363636363,31.90909090909091,31.90909090909091,31.363636363636363,30.727272727272727,31.0,36.18181818181818,40.36363636363637,44.0,47.63636363636363,50.18181818181818,51.54545454545455,52.36363636363637,51.90909090909091,48.90909090909091,46.45454545454545,44.90909090909091,45.0,45.27272727272727,45.81818181818182,46.81818181818182
8,2006,1,9,47.45454545454545,48.36363636363637,48.0,48.81818181818182,48.45454545454545,48.63636363636363,48.27272727272727,48.09090909090909,48.54545454545455,51.63636363636363,54.63636363636363,57.90909090909091,61.09090909090909,63.63636363636363,65.18181818181819,65.72727272727273,65.18181818181819,62.09090909090909,58.54545454545455,57.0,55.36363636363637,55.09090909090909,52.81818181818182,50.54545454545455
9,2006,1,10,50.45454545454545,48.18181818181818,46.54545454545455,44.72727272727273,43.90909090909091,43.27272727272727,42.54545454545455,41.54545454545455,40.72727272727273,44.0,48.0,50.18181818181818,51.54545454545455,52.27272727272727,53.36363636363637,53.54545454545455,51.81818181818182,49.27272727272727,46.72727272727273,45.63636363636363,44.81818181818182,43.72727272727273,43.63636363636363,43.18181818181818
10,2006,1,11,43.36363636363637,44.09090909090909,44.18181818181818,44.27272727272727,44.45454545454545,44.45454545454545,44.72727272727273,44.36363636363637,44.63636363636363,45.81818181818182,47.63636363636363,50.27272727272727,52.27272727272727,54.54545454545455,56.63636363636363,57.90909090909091,56.90909090909091,56.09090909090909,55.54545454545455,54.90909090909091,54.63636363636363,55.18181818181818,54.81818181818182,54.09090909090909
